Description,Price,Location,Beds,Baths,Area,Developer,Tags,Property type,Cashback,Location depth,Emirate,Specific location,District,Verified,SuperAgent,First Sale,New,Net price,Cashback percent,Price per sqft,Price_M
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Anya 1 - Anya - Arabian Ranches 3 - Dubai,3000000.0,"Anya 1, Anya, Arabian Ranches 3, Dubai",3.0,4.0,1937.0,The Network ,"Verified, SuperAgent",Townhouse,0.0,4,Dubai,Anya 1,"Anya,  Arabian Ranches 3",1,1,0,0,3000000.0,0.0,1548.7867836861126,3.0
Villa - 4 Bedrooms - 6 Bathrooms for sale in Sendian - Masaar - Tilal City - Sharjah,3750000.0,"Sendian, Masaar, Tilal City, Sharjah",4.0,6.0,3226.0,REKAZ AL DAR PROPERTIES L.L.C ,SuperAgent,Villa,0.0,4,Sharjah,Sendian,"Masaar,  Tilal City",0,1,0,0,3750000.0,0.0,1162.430254184749,3.75
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Arabella Townhouses 1 - Arabella Townhouses - Mudon - Dubai,3400000.0,"Arabella Townhouses 1, Arabella Townhouses, Mudon, Dubai",3.0,4.0,2045.0,XO Property ,"Verified, SuperAgent",Townhouse,0.0,4,Dubai,Arabella Townhouses 1,"Arabella Townhouses,  Mudon",1,1,0,0,3400000.0,0.0,1662.5916870415647,3.4
Apartment - 3 Bedrooms - 4 Bathrooms for sale in The Residences JLT - Jumeirah Lake Towers - Dubai,7000000.0,"The Residences JLT, Jumeirah Lake Towers, Dubai",3.0,4.0,2419.0,betterhomes - Dubai Marina ,"Verified, SuperAgent",Apartment,15000.0,3,Dubai,The Residences JLT,Jumeirah Lake Towers,1,1,0,0,6985000.0,0.002142857142857143,2893.7577511368336,7.0
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Island Park I - Dubai Creek Harbour (The Lagoons) - Dubai,5700000.0,"Island Park I, Dubai Creek Harbour (The Lagoons), Dubai",3.0,4.0,2016.0,Nexus Properties ,"Verified, SuperAgent",Apartment,12000.0,3,Dubai,Island Park I,Dubai Creek Harbour (The Lagoons),1,1,0,0,5688000.0,0.002105263157894737,2827.3809523809523,5.7
Apartment - 1 Bedroom - 1 Bathroom for sale in Creek Palace - Dubai Creek Harbour (The Lagoons) - Dubai,1900000.0,"Creek Palace, Dubai Creek Harbour (The Lagoons), Dubai",1.0,1.0,644.0,McCone Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Creek Palace,Dubai Creek Harbour (The Lagoons),1,1,0,0,1900000.0,0.0,2950.3105590062114,1.9
Villa - 4 Bedrooms - 5 Bathrooms for sale in Amaranta 2 - Amaranta - Villanova - Dubai Land - Dubai,3299000.0,"Amaranta 2, Amaranta, Villanova, Dubai Land, Dubai",4.0,5.0,2540.0,Eminence Real Estate ,"Verified, SuperAgent",Villa,0.0,5,Dubai,Amaranta 2,"Amaranta,  Villanova,  Dubai Land",1,1,0,0,3299000.0,0.0,1298.8188976377953,3.3
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Orania - The Valley - Dubai,2775000.0,"Orania, The Valley, Dubai",3.0,4.0,1898.0,Strada ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Orania,The Valley,1,1,0,0,2775000.0,0.0,1462.0653319283456,2.78
Land - Studio for sale in Al Hooshi Villas - Hoshi - Al Badie - Sharjah,1318800.0,"Al Hooshi Villas, Hoshi, Al Badie, Sharjah",0.0,0.0,4213.0,TRIVISION REAL ESTATE ,SuperAgent,Land,0.0,4,Sharjah,Al Hooshi Villas,"Hoshi,  Al Badie",0,1,0,0,1318800.0,0.0,313.0310942321386,1.32
Villa - 4 Bedrooms - 5 Bathrooms for sale in Sidra Villas III - Sidra Villas - Dubai Hills Estate - Dubai,15500000.0,"Sidra Villas III, Sidra Villas, Dubai Hills Estate, Dubai",4.0,5.0,4840.0,ALH PROPERTIES ,"Verified, SuperAgent",Villa,33000.0,4,Dubai,Sidra Villas III,"Sidra Villas,  Dubai Hills Estate",1,1,0,0,15467000.0,0.0021290322580645163,3202.4793388429753,15.5
Apartment - 2 Bedrooms - 4 Bathrooms for sale in Corniche Tower - Ajman Corniche Road - Ajman,1150000.0,"Corniche Tower, Ajman Corniche Road, Ajman",2.0,4.0,2491.0,ETOILE REAL ESTATE L.L.C ,SuperAgent,Apartment,0.0,3,Ajman,Corniche Tower,Ajman Corniche Road,0,1,0,0,1150000.0,0.0,461.66198313930147,1.15
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Mulberry 2 at Park Heights Building A2 - Mulberry 2 at Park Heights Block A - Mulberry 2 - Park Heights - Dubai Hills Estate - Dubai,6099999.0,"Mulberry 2 at Park Heights Building A2, Mulberry 2 at Park Heights Block A, Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",3.0,4.0,1950.0,KAMANI LIVING REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,13000.0,6,Dubai,Mulberry 2 at Park Heights Building A2,"Mulberry 2 at Park Heights Block A,  Mulberry 2,  Park Heights,  Dubai Hills Estate",1,1,0,0,6086999.0,0.002131147890352113,3128.2046153846154,6.1
Apartment - 1 Bedroom - 1 Bathroom for sale in Reeman Living II - Al Shamkha - Abu Dhabi,740000.0,"Reeman Living II, Al Shamkha, Abu Dhabi",1.0,1.0,484.0,Al Mira Real Estate ,SuperAgent,Apartment,0.0,3,Abu Dhabi,Reeman Living II,Al Shamkha,0,1,0,0,740000.0,0.0,1528.9256198347107,0.74
Villa - 4 Bedrooms - 6 Bathrooms for sale in Montura 3 - Grand Polo Club and Resort - Dubai Investment Park (DIP) - Dubai,8426000.0,"Montura 3, Grand Polo Club and Resort, Dubai Investment Park (DIP), Dubai",4.0,6.0,6027.0,ALH PROPERTIES ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Montura 3,"Grand Polo Club and Resort,  Dubai Investment Park (DIP)",1,1,0,0,8426000.0,0.0,1398.042143686743,8.43
Villa - 4 Bedrooms - 4 Bathrooms for sale in Saheel 2 - Saheel - Arabian Ranches - Dubai,15300000.0,"Saheel 2, Saheel, Arabian Ranches, Dubai",4.0,4.0,6606.0,The Urban Nest Real Estate Broker LLC ,"Verified, SuperAgent",Villa,33000.0,4,Dubai,Saheel 2,"Saheel,  Arabian Ranches",1,1,0,0,15267000.0,0.002156862745098039,2316.0762942779293,15.3
Apartment - 1 Bedroom - 2 Bathrooms for sale in Yakout - Bab Al Bahar - Al Marjan Island - Ras Al Khaimah,1245000.0,"Yakout, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah",1.0,2.0,1100.0,YAS Properties LLC - RAK ,SuperAgent,Apartment,0.0,4,Ras Al Khaimah,Yakout,"Bab Al Bahar,  Al Marjan Island",0,1,0,0,1245000.0,0.0,1131.8181818181818,1.25
Apartment - Studio - 1 Bathroom for sale in Souks Residential - Al Mamsha - Muwaileh - Sharjah,450000.0,"Souks Residential, Al Mamsha, Muwaileh, Sharjah",0.0,1.0,306.0,Al Zorah Properties - F.Z.C ,SuperAgent,Apartment,0.0,4,Sharjah,Souks Residential,"Al Mamsha,  Muwaileh",0,1,0,0,450000.0,0.0,1470.5882352941176,0.45
Villa - 3 Bedrooms - 4 Bathrooms for sale in Saheel 1 - Saheel - Arabian Ranches - Dubai,8999995.0,"Saheel 1, Saheel, Arabian Ranches, Dubai",3.0,4.0,8000.0,Espace Real Estate ,"Verified, SuperAgent",Villa,19000.0,4,Dubai,Saheel 1,"Saheel,  Arabian Ranches",1,1,0,0,8980995.0,0.002111112283951269,1124.999375,9.0
Townhouse - 4 Bedrooms - 3 Bathrooms for sale in Esmeralda - Victory Heights - Dubai Sports City - Dubai,5200000.0,"Esmeralda, Victory Heights, Dubai Sports City, Dubai",4.0,3.0,2686.0,Black Brick ,"Verified, SuperAgent",Townhouse,11000.0,4,Dubai,Esmeralda,"Victory Heights,  Dubai Sports City",1,1,0,0,5189000.0,0.0021153846153846153,1935.96425912137,5.2
Villa - 5 Bedrooms - 5 Bathrooms for sale in Meadows 9 - Meadows - Dubai,14950000.0,"Meadows 9, Meadows, Dubai",5.0,5.0,3805.0,haus & haus ,"Verified, SuperAgent",Villa,32000.0,3,Dubai,Meadows 9,Meadows,1,1,0,0,14918000.0,0.002140468227424749,3929.0407358738503,14.95
Apartment - 1 Bedroom - 2 Bathrooms for sale in Citrine Residence - Maryam Island - Al Khan - Sharjah,999999.0,"Citrine Residence, Maryam Island, Al Khan, Sharjah",1.0,2.0,742.0,Realty Real Estate ,SuperAgent,Apartment,0.0,4,Sharjah,Citrine Residence,"Maryam Island,  Al Khan",0,1,0,0,999999.0,0.0,1347.7075471698113,1.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Citrine Residence - Maryam Island - Al Khan - Sharjah,1890000.0,"Citrine Residence, Maryam Island, Al Khan, Sharjah",2.0,3.0,1120.0,Realty Real Estate ,SuperAgent,Apartment,0.0,4,Sharjah,Citrine Residence,"Maryam Island,  Al Khan",0,1,0,0,1890000.0,0.0,1687.5,1.89
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Citrine Residence - Maryam Island - Al Khan - Sharjah,2839888.0,"Citrine Residence, Maryam Island, Al Khan, Sharjah",3.0,4.0,1765.0,Realty Real Estate ,"SuperAgent, First Sale",Apartment,0.0,4,Sharjah,Citrine Residence,"Maryam Island,  Al Khan",0,1,1,0,2839888.0,0.0,1609.0016997167138,2.84
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Crystal Residences - Maryam Island - Al Khan - Sharjah,1520000.0,"Crystal Residences, Maryam Island, Al Khan, Sharjah",2.0,3.0,1075.0,Realty Real Estate ,SuperAgent,Apartment,0.0,4,Sharjah,Crystal Residences,"Maryam Island,  Al Khan",0,1,0,0,1520000.0,0.0,1413.953488372093,1.52
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Cleopatra - Living Legends - Dubai,2150000.0,"Cleopatra, Living Legends, Dubai",3.0,4.0,1811.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Cleopatra,Living Legends,1,1,0,0,2150000.0,0.0,1187.1893981225842,2.15
Apartment - 3 Bedrooms - 5 Bathrooms for sale in Terhab Residence - Al Qasba - Sharjah,1590000.0,"Terhab Residence, Al Qasba, Sharjah",3.0,5.0,2100.0,Realty Real Estate ,"SuperAgent, First Sale",Apartment,0.0,3,Sharjah,Terhab Residence,Al Qasba,0,1,1,0,1590000.0,0.0,757.1428571428571,1.59
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Terhab Hotel  and  Residence - Al Taawun Street - Al Taawun - Sharjah,1288000.0,"Terhab Hotel & Residence, Al Taawun Street, Al Taawun, Sharjah",3.0,4.0,1980.0,Realty Real Estate ,"SuperAgent, First Sale",Apartment,0.0,4,Sharjah,Terhab Hotel & Residence,"Al Taawun Street,  Al Taawun",0,1,1,0,1288000.0,0.0,650.5050505050505,1.29
Townhouse - 2 Bedrooms - 4 Bathrooms for sale in Falcon Island North - Falcon Island - Al Hamra Village - Ras Al Khaimah,2100000.0,"Falcon Island North, Falcon Island, Al Hamra Village, Ras Al Khaimah",2.0,4.0,1394.0,Seven X Consulting FZ-LLC ,SuperAgent,Townhouse,0.0,4,Ras Al Khaimah,Falcon Island North,"Falcon Island,  Al Hamra Village",0,1,0,0,2100000.0,0.0,1506.4562410329986,2.1
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Anya 1 - Anya - Arabian Ranches 3 - Dubai,3166000.0,"Anya 1, Anya, Arabian Ranches 3, Dubai",3.0,4.0,1559.0,McCone Properties ,"Verified, SuperAgent",Townhouse,0.0,4,Dubai,Anya 1,"Anya,  Arabian Ranches 3",1,1,0,0,3166000.0,0.0,2030.7889672867223,3.17
Apartment - Studio - 1 Bathroom for sale in Royal Breeze 1 - Royal Breeze - Al Hamra Village - Ras Al Khaimah,580000.0,"Royal Breeze 1, Royal Breeze, Al Hamra Village, Ras Al Khaimah",0.0,1.0,451.0,Seven X Consulting FZ-LLC ,SuperAgent,Apartment,0.0,4,Ras Al Khaimah,Royal Breeze 1,"Royal Breeze,  Al Hamra Village",0,1,0,0,580000.0,0.0,1286.031042128603,0.58
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Bateen Residences - Jumeirah Beach Residence - Dubai,7000000.0,"Al Bateen Residences, Jumeirah Beach Residence, Dubai",2.0,3.0,1673.0,LUXURY BEACH FRONT REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,15000.0,3,Dubai,Al Bateen Residences,Jumeirah Beach Residence,1,1,0,0,6985000.0,0.002142857142857143,4184.100418410042,7.0
Apartment - 1 Bedroom - 2 Bathrooms for sale in Rose 1 - Emirates Gardens 1 - Jumeirah Village Circle - Dubai,740000.0,"Rose 1, Emirates Gardens 1, Jumeirah Village Circle, Dubai",1.0,2.0,868.0,ELITE AGENTS PROPERTIES L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Rose 1,"Emirates Gardens 1,  Jumeirah Village Circle",1,1,0,0,740000.0,0.0,852.5345622119816,0.74
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Harbour Gate Tower 2 - Harbour Gate - Dubai Creek Harbour (The Lagoons) - Dubai,2700000.0,"Harbour Gate Tower 2, Harbour Gate, Dubai Creek Harbour (The Lagoons), Dubai",2.0,2.0,1148.0,McCone Properties ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Harbour Gate Tower 2,"Harbour Gate,  Dubai Creek Harbour (The Lagoons)",1,1,0,0,2700000.0,0.0,2351.9163763066204,2.7
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Naemiya Tower 2 - Al Naemiya Towers - Al Nuaimiya - Ajman,665000.0,"Al Naemiya Tower 2, Al Naemiya Towers, Al Nuaimiya, Ajman",2.0,3.0,1480.0,Infinity Properties L.L.C ,SuperAgent,Apartment,0.0,4,Ajman,Al Naemiya Tower 2,"Al Naemiya Towers,  Al Nuaimiya",0,1,0,0,665000.0,0.0,449.3243243243243,0.66
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Haven Bay - Dubai Islands - Dubai,2549000.0,"Haven Bay, Dubai Islands, Dubai",2.0,3.0,1216.0,Driven Properties ,Verified,Apartment,0.0,3,Dubai,Haven Bay,Dubai Islands,1,0,0,0,2549000.0,0.0,2096.217105263158,2.55
Villa - 4 Bedrooms - 6 Bathrooms for sale in Al Reem 2 - Al Reem - Arabian Ranches - Dubai,6795000.0,"Al Reem 2, Al Reem, Arabian Ranches, Dubai",4.0,6.0,2500.0,Treo Homes ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Al Reem 2,"Al Reem,  Arabian Ranches",1,1,0,0,6795000.0,0.0,2718.0,6.8
Villa - 6 Bedrooms - 6 Bathrooms for sale in Nad Al Sheba Gardens 1 - Nad Al Sheba Gardens - Nad Al Sheba - Dubai,17950000.0,"Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba, Dubai",6.0,6.0,5003.0,fam Properties - Branch 10 ,"Verified, SuperAgent",Villa,38000.0,4,Dubai,Nad Al Sheba Gardens 1,"Nad Al Sheba Gardens,  Nad Al Sheba",1,1,0,0,17912000.0,0.002116991643454039,3587.847291625025,17.95
Villa - 5 Bedrooms - 6 Bathrooms for sale in Rahat - Mudon - Dubai,11750000.0,"Rahat, Mudon, Dubai",5.0,6.0,8788.0,Paragon Properties ,"Verified, SuperAgent",Villa,25000.0,3,Dubai,Rahat,Mudon,1,1,0,0,11725000.0,0.002127659574468085,1337.050523441056,11.75
Villa - 3 Bedrooms - 4 Bathrooms for sale in Nara - The Valley - Dubai,3000000.0,"Nara, The Valley, Dubai",3.0,4.0,1872.0,IZKA REAL ESTATE L.L.C ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Nara,The Valley,1,1,0,0,3000000.0,0.0,1602.5641025641025,3.0
Villa - 4 Bedrooms - 6 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,1370000.0,"Al Amira Village, Al Yasmeen, Ajman",4.0,6.0,3000.0,AL MASAAR PROPERTIES ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,1,0,1370000.0,0.0,456.6666666666667,1.37
Apartment - 1 Bedroom - 2 Bathrooms for sale in 399 Hills Park B - 399 Hills Park - Dubai Hills Estate - Dubai,2100000.0,"399 Hills Park B, 399 Hills Park, Dubai Hills Estate, Dubai",1.0,2.0,943.0,IZKA REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,399 Hills Park B,"399 Hills Park,  Dubai Hills Estate",1,1,0,0,2100000.0,0.0,2226.935312831389,2.1
Villa - 4 Bedrooms - 4 Bathrooms for sale in Maple at Dubai Hills Estate 2 - Maple at Dubai Hills Estate - Dubai Hills Estate - Dubai,5600000.0,"Maple at Dubai Hills Estate 2, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",4.0,4.0,3263.0,LUXURYX AGENTS REAL ESTATE L.L.C ,"Verified, SuperAgent",Villa,12000.0,4,Dubai,Maple at Dubai Hills Estate 2,"Maple at Dubai Hills Estate,  Dubai Hills Estate",1,1,0,0,5588000.0,0.002142857142857143,1716.2120747778117,5.6
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Rixos Financial Center Road Dubai Residences - Downtown Dubai - Dubai,4080000.0,"Rixos Financial Center Road Dubai Residences, Downtown Dubai, Dubai",2.0,3.0,1269.0,Driven Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Rixos Financial Center Road Dubai Residences,Downtown Dubai,1,1,0,0,4080000.0,0.0,3215.130023640662,4.08
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Golf Point - EMAAR South - Dubai South (Dubai World Central) - Dubai,1999999.0,"Golf Point, EMAAR South, Dubai South (Dubai World Central), Dubai",2.0,3.0,985.0,Union Square House Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Golf Point,"EMAAR South,  Dubai South (Dubai World Central)",1,1,0,0,1999999.0,0.0,2030.4558375634517,2.0
Apartment - Studio - 1 Bathroom for sale in The Beach Vista - Al Marjan Island - Ras Al Khaimah,1140000.0,"The Beach Vista, Al Marjan Island, Ras Al Khaimah",0.0,1.0,502.0,Coastal Homes Fz Llc - Rak ,"SuperAgent, First Sale",Apartment,0.0,3,Ras Al Khaimah,The Beach Vista,Al Marjan Island,0,1,1,0,1140000.0,0.0,2270.9163346613545,1.14
Villa - 5 Bedrooms - 6 Bathrooms for sale in Danah Bay - Al Marjan Island - Ras Al Khaimah,12000000.0,"Danah Bay, Al Marjan Island, Ras Al Khaimah",5.0,6.0,6543.0,ENGEL & VÖLKERS Dubai ,SuperAgent,Villa,26000.0,3,Ras Al Khaimah,Danah Bay,Al Marjan Island,0,1,0,0,11974000.0,0.0021666666666666666,1834.0210912425493,12.0
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Marbella II Villas - Marbella - Mina Al Arab - Ras Al Khaimah,2700000.0,"Marbella II Villas, Marbella, Mina Al Arab, Ras Al Khaimah",3.0,4.0,2560.0,Coastal Homes Fz Llc - Rak ,SuperAgent,Townhouse,0.0,4,Ras Al Khaimah,Marbella II Villas,"Marbella,  Mina Al Arab",0,1,0,0,2700000.0,0.0,1054.6875,2.7
Villa - 4 Bedrooms - 6 Bathrooms for sale in Sendian - Masaar - Tilal City - Sharjah,3600000.0,"Sendian, Masaar, Tilal City, Sharjah",4.0,6.0,3046.0,REKAZ AL DAR PROPERTIES L.L.C ,SuperAgent,Villa,0.0,4,Sharjah,Sendian,"Masaar,  Tilal City",0,1,0,0,3600000.0,0.0,1181.8778726198293,3.6
Villa - 4 Bedrooms - 6 Bathrooms for sale in Sendian - Masaar - Tilal City - Sharjah,3750000.0,"Sendian, Masaar, Tilal City, Sharjah",4.0,6.0,3226.0,REKAZ AL DAR PROPERTIES L.L.C ,SuperAgent,Villa,0.0,4,Sharjah,Sendian,"Masaar,  Tilal City",0,1,0,0,3750000.0,0.0,1162.430254184749,3.75
Townhouse - 5 Bedrooms - 6 Bathrooms for sale in AZHA Community - Al Amerah - Ajman,2200000.0,"AZHA Community, Al Amerah, Ajman",5.0,6.0,3119.0,Down Town Real Estate ,SuperAgent,Townhouse,0.0,3,Ajman,AZHA Community,Al Amerah,0,1,0,0,2200000.0,0.0,705.3542802180186,2.2
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Tower A3 - Ajman Pearl Towers - Ajman Downtown - Ajman,450000.0,"Tower A3, Ajman Pearl Towers, Ajman Downtown, Ajman",2.0,2.0,1280.0,Down Town Real Estate ,SuperAgent,Apartment,0.0,4,Ajman,Tower A3,"Ajman Pearl Towers,  Ajman Downtown",0,1,0,0,450000.0,0.0,351.5625,0.45
Apartment - 1 Bedroom - 2 Bathrooms for sale in Conquer Tower - Sheikh Maktoum Bin Rashid Street - Ajman,550000.0,"Conquer Tower, Sheikh Maktoum Bin Rashid Street, Ajman",1.0,2.0,1327.0,Down Town Real Estate ,SuperAgent,Apartment,0.0,3,Ajman,Conquer Tower,Sheikh Maktoum Bin Rashid Street,0,1,0,0,550000.0,0.0,414.46872645064053,0.55
Villa - 5 Bedrooms - 5 Bathrooms for sale in District 4E - Jumeirah Village Triangle - Dubai,10600000.0,"District 4E, Jumeirah Village Triangle, Dubai",5.0,5.0,6724.0,AGENCY EIGHT REAL ESTATE L.L.C ,"Verified, SuperAgent",Villa,23000.0,3,Dubai,District 4E,Jumeirah Village Triangle,1,1,0,0,10577000.0,0.002169811320754717,1576.4425936942296,10.6
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Safa Parkview - Aljada - Sharjah,1999999.0,"Safa Parkview, Aljada, Sharjah",3.0,4.0,1700.0,City Edge ,SuperAgent,Apartment,0.0,3,Sharjah,Safa Parkview,Aljada,0,1,0,0,1999999.0,0.0,1176.47,2.0
Villa - 3 Bedrooms - 5 Bathrooms for sale in Al Helio 2 - Al Helio - Ajman,1470000.0,"Al Helio 2, Al Helio, Ajman",3.0,5.0,3014.0,Sky Land real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Helio 2,Al Helio,0,1,1,0,1470000.0,0.0,487.7239548772395,1.47
Apartment - 1 Bedroom - 1 Bathroom for sale in Bayview - EMAAR Beachfront - Dubai Harbour - Dubai,4200000.0,"Bayview, EMAAR Beachfront, Dubai Harbour, Dubai",1.0,1.0,763.0,HARBOR AND CROWN REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Bayview,"EMAAR Beachfront,  Dubai Harbour",1,1,0,0,4200000.0,0.0,5504.587155963302,4.2
Apartment - 2 Bedrooms - 2 Bathrooms for sale in National Bonds Jewels - Liwan - Dubai Land - Dubai,1850000.0,"National Bonds Jewels, Liwan, Dubai Land, Dubai",2.0,2.0,1298.0,XESTATE PROPERTIES L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,National Bonds Jewels,"Liwan,  Dubai Land",1,1,0,0,1850000.0,0.0,1425.2696456086287,1.85
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Bay Grove Residence 2 - Bay Grove Residences - Dubai Islands - Dubai,3500000.0,"Bay Grove Residence 2, Bay Grove Residences, Dubai Islands, Dubai",2.0,3.0,1306.0,Sky View Real Estate - Hessa St ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Bay Grove Residence 2,"Bay Grove Residences,  Dubai Islands",1,1,0,0,3500000.0,0.0,2679.9387442572743,3.5
Townhouse - 3 Bedrooms - 3 Bathrooms for sale in Al Reem 1 - Al Reem - Arabian Ranches - Dubai,6450000.0,"Al Reem 1, Al Reem, Arabian Ranches, Dubai",3.0,3.0,2746.0,The Network ,"Verified, SuperAgent",Townhouse,14000.0,4,Dubai,Al Reem 1,"Al Reem,  Arabian Ranches",1,1,0,0,6436000.0,0.0021705426356589145,2348.871085214858,6.45
Apartment - 3 Bedrooms - 5 Bathrooms for sale in Acacia C - Acacia - Park Heights - Dubai Hills Estate - Dubai,5500000.0,"Acacia C, Acacia, Park Heights, Dubai Hills Estate, Dubai",3.0,5.0,1735.0,Fam Properties - Branch 9 ,"Verified, SuperAgent",Apartment,12000.0,5,Dubai,Acacia C,"Acacia,  Park Heights,  Dubai Hills Estate",1,1,0,0,5488000.0,0.002181818181818182,3170.028818443804,5.5
Apartment - 1 Bedroom - 2 Bathrooms for sale in 330 Riverside Crescent - Sobha Hartland II - Bukadra - Dubai,1430000.0,"330 Riverside Crescent, Sobha Hartland II, Bukadra, Dubai",1.0,2.0,715.0,Xperience Realty Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,330 Riverside Crescent,"Sobha Hartland II,  Bukadra",1,1,0,0,1430000.0,0.0,2000.0,1.43
Villa - 4 Bedrooms - 3 Bathrooms for sale in Meadows 9 - Meadows - Dubai,11400000.0,"Meadows 9, Meadows, Dubai",4.0,3.0,3447.0,Treo Homes ,"Verified, SuperAgent",Villa,24000.0,3,Dubai,Meadows 9,Meadows,1,1,0,0,11376000.0,0.002105263157894737,3307.2236727589207,11.4
Apartment - 4 Bedrooms - 6 Bathrooms for sale in The S Tower - Dubai Internet City - Dubai,18000000.0,"The S Tower, Dubai Internet City, Dubai",4.0,6.0,4815.0,Stone House Real Estate LLC ,"Verified, SuperAgent",Apartment,38000.0,3,Dubai,The S Tower,Dubai Internet City,1,1,0,0,17962000.0,0.002111111111111111,3738.3177570093458,18.0
Apartment - 3 Bedrooms - 3 Bathrooms for sale in City Walk Residential Building 2B - City Walk Residential - City Walk - Dubai,8500000.0,"City Walk Residential Building 2B, City Walk Residential, City Walk, Dubai",3.0,3.0,2282.0,fam Properties - Branch 8 ,"Verified, SuperAgent",Apartment,18000.0,4,Dubai,City Walk Residential Building 2B,"City Walk Residential,  City Walk",1,1,0,0,8482000.0,0.0021176470588235292,3724.8028045574056,8.5
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,730000.0,"Al Amira Village, Al Yasmeen, Ajman",2.0,3.0,1580.0,Trust Properties L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,1,0,730000.0,0.0,462.0253164556962,0.73
Apartment - 1 Bedroom - 1 Bathroom for sale in Collective at Dubai Hills Estate Tower 2 - Collective at Dubai Hills Estate - Dubai Hills Estate - Dubai,1350000.0,"Collective at Dubai Hills Estate Tower 2, Collective at Dubai Hills Estate, Dubai Hills Estate, Dubai",1.0,1.0,485.0,McCone Properties ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Collective at Dubai Hills Estate Tower 2,"Collective at Dubai Hills Estate,  Dubai Hills Estate",1,1,0,0,1350000.0,0.0,2783.505154639175,1.35
Villa - 4 Bedrooms - 6 Bathrooms for sale in Golf Community - Al Zorah - Ajman,3500000.0,"Golf Community, Al Zorah, Ajman",4.0,6.0,3400.0,AL MASAAR PROPERTIES ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Golf Community,Al Zorah,0,1,1,0,3500000.0,0.0,1029.4117647058824,3.5
Apartment - 1 Bedroom - 1 Bathroom for sale in Al Jazi 3 - Madinat Jumeirah Living - Umm Suqeim - Dubai,2200000.0,"Al Jazi 3, Madinat Jumeirah Living, Umm Suqeim, Dubai",1.0,1.0,962.0,BMAR REAL ESTATE BROKERAGE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Al Jazi 3,"Madinat Jumeirah Living,  Umm Suqeim",1,1,0,0,2200000.0,0.0,2286.902286902287,2.2
